DATE,SEDOL,WEIGHTS,FOUR_WEEKLY_RETURN
01/03/2007,2280220,0,0.05115199
01/03/2007,2284761,0,0.02377975
01/03/2007,2289874,0,0.00649011
01/03/2007,2293819,0,-0.0422222
01/03/2007,2295172,0,0.00151742
01/03/2007,2295677,0.00492776,-0.00317752
01/03/2007,2295945,0,0.0095433
01/03/2007,2297907,0.006288935,0.11887396
01/03/2007,2298386,0,0.04508555
01/03/2007,2299011,0,-0.01377523
01/03/2007,2300601,0,0.01607847
01/03/2007,2304227,0,0.00916076
01/03/2007,2305844,0,0.02433312
01/03/2007,2310194,0.008677393,-0.07568354
01/03/2007,2312736,0,0.02056849
01/03/2007,2313405,0,0.02945661
01/03/2007,2317087,0,0.02367055
01/03/2007,2318024,0,-0.1411581
01/03/2007,2319146,0,0.05400419
01/03/2007,2319157,0,-0.02947575
01/03/2007,2320524,0,0.01811516
01/03/2007,2326618,0.036538525,-0.04002589
01/03/2007,2328915,0.003845109,0.03649354
01/03/2007,2331225,0,0.05875003
01/03/2007,2333889,0,0.05578029
01/03/2007,2334150,0.014260108,0.02181387
01/03/2007,2336747,0.009224209,0.05212295
01/03/2007,2340168,0,0.03387833
01/03/2007,2341484,0,0.05397284
01/03/2007,2341860,0.001947441,0.05009246
01/03/2007,2342034,0,0.01296401
01/03/2007,2344331,0,0.0414443
01/03/2007,2345022,0,-0.07296795
01/03/2007,2346508,0,0.0221951
01/03/2007,2350684,0,0.06311452
01/03/2007,2352118,0,-0.15463406
01/03/2007,2360326,0,0.03800845
01/03/2007,2365161,0.009320939,-0.01149577
01/03/2007,2365804,0,-0.00808352
01/03/2007,2367026,0,0.0255357
01/03/2007,2367480,0.000301356,0.02740836
01/03/2007,2367598,0.000444709,-0.00987732
01/03/2007,2369174,0,-0.0317387
01/03/2007,2377809,0,0.02465272
01/03/2007,2378200,0,0.35714294
01/03/2007,2378534,0,0.04468822
01/03/2007,2379504,0,0.01519418
01/03/2007,2380498,0.01569274,0.08418381
01/03/2007,2380863,0,-0.01251739
01/03/2007,2404569,0.014578854,-0.01561493
01/03/2007,2405302,0,-0.10915589
01/03/2007,2407966,0,0.03197944
01/03/2007,2411053,0,-0.03905505
01/03/2007,2411138,0,-0.04690486
01/03/2007,2413758,0,-0.1789788
01/03/2007,2414580,0,0.0393194
01/03/2007,2417868,0,-0.02601212
01/03/2007,2417987,0,0.0189966
01/03/2007,2419240,0,0.0352571
01/03/2007,2422442,0.008531676,0.04787815
01/03/2007,2422806,0.01567764,-0.02141875
01/03/2007,2428008,0,0.06301629
01/03/2007,2429090,0,0.03523886
01/03/2007,2431846,0,-0.07459098
01/03/2007,2433842,0,0.03125
01/03/2007,2434209,0,0.05388761
01/03/2007,2440637,0,0.04858542
01/03/2007,2445063,0,0.04886723
01/03/2007,2445966,0,0.00082481
01/03/2007,2455965,0,-0.05425614
01/03/2007,2457552,0,-0.01558828
01/03/2007,2459020,0,-0.04315382
01/03/2007,2463247,0,-0.02771139
01/03/2007,2464165,0,0.03649783
01/03/2007,2464972,0,0.0610286
01/03/2007,2465254,0,0.04461873
01/03/2007,2466321,0,0.02426779
01/03/2007,2471789,0,-0.12900978
01/03/2007,2475833,0.030096434,0.00651813
01/03/2007,2476193,0,0.10799003
01/03/2007,2476803,0,0.05326819
01/03/2007,2477152,0,-0.00897664
01/03/2007,2480138,0,-0.03277391
01/03/2007,2480677,0,-0.11686146
01/03/2007,2484088,0,0.00780725
01/03/2007,2485070,0,-0.05342049
01/03/2007,2486813,0,0.01713717
01/03/2007,2490911,0,0.05258787
01/03/2007,2491594,0,-0.01558781
01/03/2007,2491839,0.017456213,0.03768468
01/03/2007,2496113,0,-0.02909243
01/03/2007,2497406,0,0.07020783
01/03/2007,2498993,0,-0.14109856
01/03/2007,2510615,0,0.0309571
01/03/2007,2510682,0,0.00379908
01/03/2007,2510723,0,0.07198358
01/03/2007,2511328,0,0.04288661
01/03/2007,2511908,0,0.02481914
01/03/2007,2511920,0,-0.0359863
01/03/2007,2516152,0,-0.02153564
01/03/2007,2516378,0,0.05471849
01/03/2007,2516839,0,-0.03899813
01/03/2007,2517382,0.021311046,-0.03026772
01/03/2007,2520153,0,0.07288086
01/03/2007,2522096,0.005758297,0.01748753
01/03/2007,2523022,0,0.02307689
01/03/2007,2523044,0,0.08197069
01/03/2007,2526117,0,0.00590503
01/03/2007,2536763,0,0.03722894
01/03/2007,2542049,0,0.03424835
01/03/2007,2547044,0,0.05033183
01/03/2007,2548616,0,0.09678531
01/03/2007,2550161,0,-0.00643486
01/03/2007,2550707,0,0.04253793
01/03/2007,2567741,0,0.00288737
01/03/2007,2570200,0,0.02573025
01/03/2007,2570545,0.015271996,0.1985184
01/03/2007,2572303,0,0.05977011
01/03/2007,2573209,0,0.03599715
01/03/2007,2575896,0,0.00121367
01/03/2007,2576350,0,0.06292141
01/03/2007,2577609,0,0.07568884
01/03/2007,2578516,0.015169624,0.04106545
01/03/2007,2580986,0,0.07870483
01/03/2007,2586122,0,0.03190291
01/03/2007,2588173,0.005256455,0.02541208
01/03/2007,2588184,0,-0.03040779
01/03/2007,2589198,0,0.07072532
01/03/2007,2594437,0.004213604,-0.03955048
01/03/2007,2595708,0.019518786,-0.02150542
01/03/2007,2599142,0,-0.0095135
01/03/2007,2604206,0,0.03379226
01/03/2007,2605555,0,0.07543421
01/03/2007,2611206,0.002782147,-0.09167444
01/03/2007,2614807,0,0.03512025
01/03/2007,2615468,0,-0.06592035
01/03/2007,2624356,0,0.09505105
01/03/2007,2624486,0,-0.1352635
01/03/2007,2625047,0.016829742,0.03298855
01/03/2007,2626921,0,-0.07323128
01/03/2007,2630643,0,0.03712356
01/03/2007,2632003,0,-0.01494396
01/03/2007,2632650,0,0.01033592
01/03/2007,2634805,0,-0.01675206
01/03/2007,2635701,0.000147842,0.01526725
01/03/2007,2636607,0,-0.05422711
01/03/2007,2639509,0,-0.04407292
01/03/2007,2640147,0.016439673,0.00450814
01/03/2007,2641827,0,0.07487965
01/03/2007,2641894,0,0.00592566
01/03/2007,2645409,0,-0.00654924
01/03/2007,2646015,0,0.02791452
01/03/2007,2648668,0,0.09013641
01/03/2007,2648806,0,0.01353753
01/03/2007,2649100,0.024461508,0.01447642
01/03/2007,2650748,0,0.05627704
01/03/2007,2650793,0,-0.0190779
01/03/2007,2651086,0,-0.0603683
01/03/2007,2654320,0,0.0856036
01/03/2007,2654461,0,-0.00502318
01/03/2007,2655408,0,-0.06883555
01/03/2007,2655981,0,0.02063239
01/03/2007,2661568,0.001511411,-0.06911212
01/03/2007,2665861,0,0.03865266
01/03/2007,2668804,0,0.12042391
01/03/2007,2670519,0,0.01694083
01/03/2007,2671501,0,-0.06363523
01/03/2007,2672689,0,-0.04934299
01/03/2007,2674458,0,0.00178385
01/03/2007,2680303,0,0.02266467
01/03/2007,2680905,0,-0.00745052
01/03/2007,2681403,0.001228786,0.04407358
01/03/2007,2681511,0.016833147,0.01710784
01/03/2007,2681801,0,-0.02103251
01/03/2007,2684703,0,-0.05635321
01/03/2007,2685007,0,-0.05699187
01/03/2007,2685717,0,0.01217151
01/03/2007,2689560,0,0.02630436
01/03/2007,2690506,0,0.00259459
01/03/2007,2692397,0,0.07906842
01/03/2007,2692632,0,0.04011905
01/03/2007,2692665,0,0.05874896
01/03/2007,2695921,0,0.03725207
01/03/2007,2696838,0,-0.06222481
01/03/2007,2698470,0,0.00232959
01/03/2007,2699291,0,-0.03798086
01/03/2007,2701271,0,0.01226056
01/03/2007,2702337,0,0.05928504
01/03/2007,2702791,0,-0.02462584
01/03/2007,2704407,0.001038102,0.02951038
01/03/2007,2705024,0.016445823,0.07686746
01/03/2007,2705648,0,0.04908061
01/03/2007,2707677,0,0.00059521
01/03/2007,2708841,0,-0.04112423
01/03/2007,2714923,0,0.03383768
01/03/2007,2717320,0,-0.01436907
01/03/2007,2717483,0,-0.08461714
01/03/2007,2732635,0,0.03503656
01/03/2007,2736035,0,0.08645285
01/03/2007,2746829,0,-0.00961536
01/03/2007,2754060,0,-0.0490089
01/03/2007,2758051,0,0.02046788
01/03/2007,2760669,0,0.02321088
01/03/2007,2765802,0,-0.06247187
01/03/2007,2766805,0.015521542,0.03986919
01/03/2007,2767165,0,0.0850389
01/03/2007,2767228,0,0.0550307
01/03/2007,2767381,0,-0.02821487
01/03/2007,2769503,0,0.0499512
01/03/2007,2769796,0,0.02315044
01/03/2007,2778844,0,-0.01464719
01/03/2007,2779201,0,-0.10820884
01/03/2007,2779397,0,0.09655941
01/03/2007,2783815,0.004829597,0.04414952
01/03/2007,2786159,0,0.16186655
01/03/2007,2790611,0,-0.0721761
01/03/2007,2795393,0,0.00830972
01/03/2007,2803014,0,0.03308952
01/03/2007,2804211,0,0.01881027
01/03/2007,2807492,0,-0.13161463
01/03/2007,2807566,0,0.02033317
01/03/2007,2812452,0,-0.00039321
01/03/2007,2814641,0,-0.02449661
01/03/2007,2816409,0,-0.08554787
01/03/2007,2818740,0,0.01098907
01/03/2007,2819118,0.000763574,0.05362809
01/03/2007,2820563,0,-0.05571848
01/03/2007,2822600,0,0.01955307
01/03/2007,2824770,0,-0.02315074
01/03/2007,2829515,0,-0.00974029
01/03/2007,2829601,0,0.01761138
01/03/2007,2830904,0.016866082,0.01899028
01/03/2007,2831543,0,0.00482202
01/03/2007,2831811,0,0.02794123
01/03/2007,2838555,0.008243123,-0.02927095
01/03/2007,2841489,0.002440845,0.04183102
01/03/2007,2842040,0,0.11089432
01/03/2007,2842255,0,0.00142038
01/03/2007,2852533,0,0.04464471
01/03/2007,2853688,0.002918675,0.05550253
01/03/2007,2859868,0.009506747,-0.13032764
01/03/2007,2859954,0,0.02782929
01/03/2007,2860990,0.017347106,0.0329268
01/03/2007,2861078,0,0.0339148
01/03/2007,2867913,0,0.00470424
01/03/2007,2868165,0,0.01369488
01/03/2007,2871505,0.000166136,-0.00351489
01/03/2007,2880255,0,0.01644146
01/03/2007,2880501,0,-0.05981243
01/03/2007,2881537,0,0.08574284
01/03/2007,2883395,0,0.18622446
01/03/2007,2884183,0,0.01911271
01/03/2007,2884224,0,0.05501974
01/03/2007,2885409,0,-0.01956743
01/03/2007,2885700,0,-0.05676478
01/03/2007,2885937,0,-0.00687957
01/03/2007,2886907,0,0.02892935
01/03/2007,2892045,0,0.09957433
01/03/2007,2892090,0,0.02784288
01/03/2007,2896713,0.015495392,0.02801216
01/03/2007,2903550,0,-0.0254637
01/03/2007,2909730,0,0.03481018
01/03/2007,2910970,0.008563615,-0.08677471
01/03/2007,2914734,0,0.02210438
01/03/2007,2915500,0,-0.01644218
01/03/2007,2917766,0.008434964,0.07659221
01/03/2007,2922544,0,0.06218457
01/03/2007,2928683,0,0.05727482
01/03/2007,2931205,0,0.02378786
01/03/2007,2931595,0,0.1018132
01/03/2007,2933632,0,-0.03205031
01/03/2007,2936921,0.024169335,0.04027689
01/03/2007,2937667,0.005017093,0.01591217
01/03/2007,2937689,0,-0.01032597
01/03/2007,2941925,0,0.00310302
01/03/2007,2942188,0,0.03340912
01/03/2007,2947956,0.004497384,0.02208591
01/03/2007,2954019,0.016223763,0.0659318
01/03/2007,2958936,0,0.11865461
01/03/2007,2960384,0,0.00011814
01/03/2007,2963372,0,-0.18860287
01/03/2007,2963899,0,-0.05799502
01/03/2007,2965839,0,-0.01462179
01/03/2007,2967181,0,-0.07763863
01/03/2007,2983604,0,-0.00896096
01/03/2007,2985677,0,-0.11173815
01/03/2007,2989301,0,0.06421673
01/03/2007,2989828,0,0.06308508
01/03/2007,8066051,0.010793724,0.07295942
01/03/2007,B00PWV9,0,0.02762604
01/03/2007,B011WL6,0.016183922,0.05284298
01/03/2007,B01R311,0.015711907,0.04378569
01/03/2007,B067BM3,0,0.09748209
01/03/2007,B08G9Z7,0,0.0867647
01/03/2007,B0F0F09,0,0.04479694
01/03/2007,B0J7D57,0,0.02888024
01/03/2007,B0SRLF4,0,0.09105229
01/03/2007,B0SRLH6,0,0.06218493
01/03/2007,B12GHV2,0,-0.01723599
01/03/2007,B142VX8,0,0.0456593
01/03/2007,B198380,0.014192896,0.13048363
01/03/2007,B198391,0.015505637,0.04589224
01/03/2007,B1F76F9,0,-0.00568932
01/03/2007,B1FLZ21,0,0.11178123
01/03/2007,B1L60G9,0.003376657,0
01/03/2007,B1Z77F6,0,0.1186583
01/03/2007,B28V183,0,0.05732894
01/03/2007,B3KFWW1,0,-0.01623535
01/03/2007,B3Q2FJ4,0,0.01168537
01/03/2007,B40K911,0,-0.00021946
01/03/2007,B4NH4W5,0,0.06405652
01/03/2007,B5BKPQ4,0,-0.05672479
01/03/2007,B5BT0K0,0,-0.00701457
01/03/2007,B633030,0,0.01331603
01/03/2007,B63QTN2,0.005690925,0.08897686
01/03/2007,B6TFK30,0,0.02499998
01/03/2007,B6WVMH3,0,0.02560198
01/03/2007,B76FBQ0,0.009832937,0.01931202
01/03/2007,B7QQYV9,0,0.0261389
01/03/2007,B7VD3F2,0,0.0373956
01/03/2007,B840261,0,-0.14324915
01/03/2007,B84LSN3,0,0.10132158
01/03/2007,B8DMK08,0.00268794,0.02292263
01/03/2007,B8KQN82,0,-0.02147311
01/03/2007,B92RRW2,0,-0.07712764
01/03/2007,B9M2WX3,0,-0.03270113
01/03/2007,BBM4S68,0,0.04833984
01/03/2007,BD5JS97,0.015436836,-0.02549708
01/03/2007,BD95VZ8,0,0.02267885
01/03/2007,BDHLTQ5,0,-0.02121836
01/03/2007,BF0FM92,0,0.05480659
01/03/2007,BF0HZC2,0,0.04059827
01/03/2007,BF6V3T1,0,-0.03322005
01/03/2007,BFG3KF2,0,-0.09132874
01/03/2007,BJWG213,0,0.03425634
01/03/2007,BLNN369,0,-0.13798487
01/03/2007,BMH4NJ8,0,0.04090154
01/03/2007,BSPHGL4,0.018801353,0.02949321
01/03/2007,BTN1Y11,0.019744896,0.00996935
01/03/2007,BTN1Y44,0.018625027,0.14402782
01/03/2007,BVFMFG8,0,-0.01179933
01/03/2007,BWSW5J5,0,0.05167389
01/03/2007,BY7QL61,0,0.01192439
01/03/2007,BY9D546,0,0.02374458
01/03/2007,BYND5N1,0,0.00470662
01/03/2007,BYND5W0,0,0.01998866
01/03/2007,BYNF418,0,-0.04988665
01/03/2007,BYP66M4,0,0.02380359
01/03/2007,BYQQ3P5,0.003059451,-0.00097466
01/03/2007,BYV2325,0,0.01023936
01/03/2007,BYVY8G0,0,-0.027475
01/03/2007,BYWTW73,0,0.03111661
01/03/2007,BYX4D52,0,0.05730212
01/03/2007,BYXB201,0,-0.0470913
01/03/2007,BYXD7B3,0,-0.00153786
01/03/2007,BYZGYC0,0,0.00963914
01/03/2007,BZ0P3Z5,0.016101982,0.00802135
01/03/2007,BZ2Y3W7,0,-0.19472235
01/03/2007,BZBY209,0.014852807,0.06225383
01/31/2007,2871505,,0.31704403
01/31/2007,2859954,,0.22509216
01/31/2007,2651086,,0.18075382
01/31/2007,2378200,,0.17627441
01/31/2007,2182553,,0.17042519
01/31/2007,2767381,,0.16958416
01/31/2007,2650793,,0.16935492
01/31/2007,2795393,,0.16503561
01/31/2007,2320524,,0.16364527
01/31/2007,2937689,,0.1576475
01/31/2007,2038430,,0.15320742
01/31/2007,2824770,,0.14150942
01/31/2007,2526117,,0.14126598
01/31/2007,2131179,,0.14079201
01/31/2007,2240202,,0.13860214
01/31/2007,B3Q2FJ4,,0.13859606
01/31/2007,2417868,,0.13469744
01/31/2007,2931205,,0.1331923
01/31/2007,B6WVMH3,,0.13283133
01/31/2007,2218447,,0.13132631
01/31/2007,2812452,,0.12933159
01/31/2007,2641827,,0.12910414
01/31/2007,2019479,,0.12701106
01/31/2007,2853688,,0.12393391
01/31/2007,2259468,,0.12185931
01/31/2007,2057059,,0.11799359
01/31/2007,2852533,,0.11548721
01/31/2007,2224701,,0.11384296
01/31/2007,2043694,,0.11367714
01/31/2007,B08G9Z7,,0.11080515
01/31/2007,2380863,,0.11023736
01/31/2007,2497406,,0.10966623
01/31/2007,BVFMFG8,,0.10921848
01/31/2007,2319157,,0.10896551
01/31/2007,2346508,,0.10889328
01/31/2007,2175672,,0.10848988
01/31/2007,BF6V3T1,,0.1084572
01/31/2007,2632650,,0.10827875
01/31/2007,2954019,,0.10797155
01/31/2007,2318024,,0.10792637
01/31/2007,2085878,,0.10734903
01/31/2007,2257019,,0.10536539
01/31/2007,2965839,,0.1050514
01/31/2007,2331225,,0.104671
01/31/2007,2126335,,0.10448324
01/31/2007,2457552,,0.10391867
01/31/2007,2491594,,0.10344828
01/31/2007,2510615,,0.10310364
01/31/2007,2250687,,0.10268032
01/31/2007,2960384,,0.10130095
01/31/2007,2378534,,0.09960556
01/31/2007,2931595,,0.09948969
01/31/2007,2043962,,0.09938359
01/31/2007,2914734,,0.09758747
01/31/2007,2087807,,0.09679258
01/31/2007,2110703,,0.09644402
01/31/2007,2702337,,0.09618462
01/31/2007,B633030,,0.09583437
01/31/2007,B00PWV9,,0.09529471
01/31/2007,2284761,,0.09503782
01/31/2007,2002305,,0.09412849
01/31/2007,2101503,,0.09140921
01/31/2007,2577609,,0.0902232
01/31/2007,2023748,,0.08916688
01/31/2007,BYVY8G0,,0.08908093
01/31/2007,2154927,,0.08874142
01/31/2007,2345022,,0.08811962
01/31/2007,2915500,,0.0879718
01/31/2007,2299011,,0.08742189
01/31/2007,2065955,,0.08714092
01/31/2007,2804211,,0.08681965
01/31/2007,2814641,,0.0858959
01/31/2007,2883395,,0.08494461
01/31/2007,2885409,,0.08437502
01/31/2007,2214832,,0.08388519
01/31/2007,2536763,,0.08378816
01/31/2007,2615468,,0.08255661
01/31/2007,BBM4S68,,0.08240223
01/31/2007,BYNF418,,0.0819726
01/31/2007,B0J7D57,,0.08183479
01/31/2007,2350684,,0.08114731
01/31/2007,2065159,,0.08057344
01/31/2007,2909730,,0.0790273
01/31/2007,2570200,,0.07833934
01/31/2007,2767228,,0.07773733
01/31/2007,2029809,,0.07720828
01/31/2007,2293819,,0.07715332
01/31/2007,2305844,,0.07692313
01/31/2007,2220884,,0.07683075
01/31/2007,2671501,,0.07648289
01/31/2007,2377809,,0.0761801
01/31/2007,2476803,,0.07611728
01/31/2007,2259101,,0.07554781
01/31/2007,2199326,,0.07534254
01/31/2007,2466321,,0.07516336
01/31/2007,2572303,,0.0750221
01/31/2007,2783815,,0.0745089
01/31/2007,2113434,,0.07392323
01/31/2007,2236911,,0.07268858
01/31/2007,2570545,,0.07266676
01/31/2007,2413758,,0.0715841
01/31/2007,2575896,,0.07074451
01/31/2007,2085102,,0.07048929
01/31/2007,2958936,,0.07006371
01/31/2007,2790611,,0.06960666
01/31/2007,2084637,,0.06953514
01/31/2007,2149309,,0.06927907
01/31/2007,2365804,,0.0690105
01/31/2007,2160753,,0.06854487
01/31/2007,2760669,,0.06815505
01/31/2007,2068921,,0.06801236
01/31/2007,2081779,,0.06783724
01/31/2007,2105505,,0.06770825
01/31/2007,2646015,,0.06750464
01/31/2007,2367598,,0.06739199
01/31/2007,BYXB201,,0.06722689
01/31/2007,2407966,,0.06601453
01/31/2007,2699291,,0.06286871
01/31/2007,2831811,,0.06251752
01/31/2007,2073022,,0.06238532
01/31/2007,BF0FM92,,0.06237757
01/31/2007,2011602,,0.06232214
01/31/2007,2433842,,0.0623194
01/31/2007,2701271,,0.06222808
01/31/2007,2190385,,0.06149065
01/31/2007,2041364,,0.06098509
01/31/2007,2769796,,0.06061363
01/31/2007,8066051,,0.0598563
01/31/2007,2295172,,0.05984843
01/31/2007,2892045,,0.05939114
01/31/2007,2672689,,0.0591383
01/31/2007,2272205,,0.05790794
01/31/2007,2485070,,0.0573324
01/31/2007,B067BM3,,0.05703819
01/31/2007,2886907,,0.05652451
01/31/2007,B142VX8,,0.05612624
01/31/2007,2522096,,0.05560994
01/31/2007,2261203,,0.0548017
01/31/2007,2365161,,0.05420315
01/31/2007,2842040,,0.05352902
01/31/2007,2073408,,0.05343401
01/31/2007,2732635,,0.05300188
01/31/2007,2510723,,0.05273926
01/31/2007,2573209,,0.05270302
01/31/2007,2680303,,0.05248177
01/31/2007,2634805,,0.05192637
01/31/2007,2209106,,0.05180872
01/31/2007,BYND5W0,,0.05120981
01/31/2007,2523044,,0.05117238
01/31/2007,2654320,,0.05111372
01/31/2007,BYX4D52,,0.05074048
01/31/2007,2256511,,0.05021834
01/31/2007,BZBY209,,0.04980636
01/31/2007,2803014,,0.04957414
01/31/2007,2180201,,0.04956794
01/31/2007,BY7QL61,,0.04868424
01/31/2007,2523022,,0.04798639
01/31/2007,2648806,,0.04785824
01/31/2007,2044545,,0.04772019
01/31/2007,2419240,,0.04687846
01/31/2007,2414580,,0.04660559
01/31/2007,2654461,,0.04660249
01/31/2007,BD5JS97,,0.04659414
01/31/2007,BWSW5J5,,0.04641342
01/31/2007,2578516,,0.0463177
01/31/2007,2625047,,0.04595184
01/31/2007,BY9D546,,0.0457164
01/31/2007,2246288,,0.04529309
01/31/2007,2090571,,0.04524684
01/31/2007,2480677,,0.04487169
01/31/2007,2498993,,0.04444444
01/31/2007,2341484,,0.04356134
01/31/2007,2681511,,0.04300559
01/31/2007,B8KQN82,,0.0427202
01/31/2007,2767165,,0.04253471
01/31/2007,BYP66M4,,0.04110277
01/31/2007,2440637,,0.04101324
01/31/2007,2328915,,0.0409776
01/31/2007,2066721,,0.04085946
01/31/2007,2039831,,0.04068351
01/31/2007,2516152,,0.03877163
01/31/2007,2819118,,0.03808522
01/31/2007,2352118,,0.03754711
01/31/2007,2708841,,0.03683579
01/31/2007,2989301,,0.03681624
01/31/2007,2511920,,0.0365994
01/31/2007,2690506,,0.03637147
01/31/2007,2197137,,0.03626299
01/31/2007,2496113,,0.03624141
01/31/2007,2252058,,0.0362004
01/31/2007,2033004,,0.03597558
01/31/2007,BMH4NJ8,,0.03567958
01/31/2007,2463247,,0.03506172
01/31/2007,2026361,,0.03499997
01/31/2007,2588173,,0.03348959
01/31/2007,B0F0F09,,0.0333693
01/31/2007,2967181,,0.03330779
01/31/2007,2937667,,0.03290725
01/31/2007,2936921,,0.03269815
01/31/2007,2685007,,0.03240895
01/31/2007,2698470,,0.03239369
01/31/2007,2459020,,0.03080964
01/31/2007,2023607,,0.03015673
01/31/2007,2232696,,0.02997005
01/31/2007,2665861,,0.02989209
01/31/2007,2989828,,0.02886939
01/31/2007,2594437,,0.02822828
01/31/2007,2766805,,0.02813757
